"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","1999","Americas","26.4 [25.8-27.0]","26.40000","25.80000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","2000","Americas","26.5 [25.9-27.1]","26.50000","25.90000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","2001","Americas","26.7 [26.1-27.2]","26.70000","26.10000","27.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","2002","Americas","26.8 [26.2-27.4]","26.80000","26.20000","27.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","2003","Americas","26.9 [26.3-27.5]","26.90000","26.30000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","2004","Americas","27.1 [26.5-27.7]","27.10000","26.50000","27.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","2005","Americas","27.2 [26.5-27.9]","27.20000","26.50000","27.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","2006","Americas","27.3 [26.6-28.0]","27.30000","26.60000","28.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nicaragua","Female","2007","Americas","27.5 [26.7-28.2]","27.50000","26.70000","28.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1980","Africa","19.9 [18.0-21.9]","19.90000","18.00000","21.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1981","Africa","20.0 [18.2-21.9]","20.00000","18.20000","21.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1982","Africa","20.1 [18.4-21.8]","20.10000","18.40000","21.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1983","Africa","20.2 [18.6-21.8]","20.20000","18.60000","21.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1984","Africa","20.2 [18.8-21.7]","20.20000","18.80000","21.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1985","Africa","20.3 [19.0-21.7]","20.30000","19.00000","21.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1986","Africa","20.4 [19.2-21.6]","20.40000","19.20000","21.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1987","Africa","20.4 [19.3-21.6]","20.40000","19.30000","21.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1988","Africa","20.5 [19.5-21.5]","20.50000","19.50000","21.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1989","Africa","20.5 [19.6-21.5]","20.50000","19.60000","21.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1990","Africa","20.6 [19.7-21.5]","20.60000","19.70000","21.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1991","Africa","20.7 [19.8-21.5]","20.70000","19.80000","21.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1992","Africa","20.7 [19.9-21.5]","20.70000","19.90000","21.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1993","Africa","20.8 [20.0-21.5]","20.80000","20.00000","21.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1994","Africa","20.8 [20.1-21.5]","20.80000","20.10000","21.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1995","Africa","20.9 [20.2-21.6]","20.90000","20.20000","21.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1996","Africa","20.9 [20.2-21.6]","20.90000","20.20000","21.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1997","Africa","21.0 [20.3-21.7]","21.00000","20.30000","21.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1998","Africa","21.1 [20.4-21.8]","21.10000","20.40000","21.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","1999","Africa","21.2 [20.5-21.8]","21.20000","20.50000","21.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","2000","Africa","21.2 [20.6-21.9]","21.20000","20.60000","21.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","2001","Africa","21.4 [20.7-22.0]","21.40000","20.70000","22.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","2002","Africa","21.5 [20.8-22.1]","21.50000","20.80000","22.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","2003","Africa","21.6 [20.9-22.2]","21.60000","20.90000","22.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","2004","Africa","21.7 [21.0-22.3]","21.70000","21.00000","22.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","2005","Africa","21.8 [21.1-22.5]","21.80000","21.10000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","2006","Africa","21.8 [21.1-22.5]","21.80000","21.10000","22.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Niger","Female","2007","Africa","21.9 [21.1-22.6]","21.90000","21.10000","22.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1980","Africa","21.9 [20.1-23.6]","21.90000","20.10000","23.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1981","Africa","22.0 [20.3-23.5]","22.00000","20.30000","23.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1982","Africa","22.0 [20.5-23.5]","22.00000","20.50000","23.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1983","Africa","22.0 [20.7-23.3]","22.00000","20.70000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1984","Africa","22.0 [20.8-23.2]","22.00000","20.80000","23.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1985","Africa","22.1 [21.0-23.1]","22.10000","21.00000","23.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1986","Africa","22.1 [21.1-23.1]","22.10000","21.10000","23.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1987","Africa","22.1 [21.2-23.0]","22.10000","21.20000","23.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1988","Africa","22.2 [21.4-23.0]","22.20000","21.40000","23.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1989","Africa","22.2 [21.5-23.0]","22.20000","21.50000","23.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1990","Africa","22.3 [21.6-23.0]","22.30000","21.60000","23.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1991","Africa","22.4 [21.8-23.0]","22.40000","21.80000","23.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1992","Africa","22.5 [21.9-23.1]","22.50000","21.90000","23.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1993","Africa","22.6 [22.0-23.2]","22.60000","22.00000","23.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1994","Africa","22.7 [22.1-23.2]","22.70000","22.10000","23.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1995","Africa","22.8 [22.2-23.3]","22.80000","22.20000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1996","Africa","22.8 [22.3-23.4]","22.80000","22.30000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1997","Africa","22.9 [22.4-23.4]","22.90000","22.40000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1998","Africa","23.0 [22.5-23.5]","23.00000","22.50000","23.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","1999","Africa","23.0 [22.5-23.6]","23.00000","22.50000","23.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","2000","Africa","23.1 [22.6-23.6]","23.10000","22.60000","23.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","2001","Africa","23.2 [22.7-23.7]","23.20000","22.70000","23.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","2002","Africa","23.2 [22.7-23.8]","23.20000","22.70000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","2003","Africa","23.3 [22.8-23.8]","23.30000","22.80000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","2004","Africa","23.4 [22.8-23.9]","23.40000","22.80000","23.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","2005","Africa","23.5 [22.9-24.0]","23.50000","22.90000","24.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","2006","Africa","23.5 [22.9-24.1]","23.50000","22.90000","24.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Nigeria","Female","2007","Africa","23.6 [23.0-24.3]","23.60000","23.00000","24.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1980","South-East Asia","22.0 [18.5-25.5]","22.00000","18.50000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1981","South-East Asia","22.0 [18.6-25.4]","22.00000","18.60000","25.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1982","South-East Asia","22.0 [18.7-25.3]","22.00000","18.70000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1983","South-East Asia","22.0 [18.7-25.3]","22.00000","18.70000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1984","South-East Asia","22.0 [18.8-25.3]","22.00000","18.80000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1985","South-East Asia","22.0 [18.8-25.2]","22.00000","18.80000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1986","South-East Asia","22.0 [18.9-25.2]","22.00000","18.90000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1987","South-East Asia","22.1 [19.0-25.1]","22.10000","19.00000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1988","South-East Asia","22.1 [19.0-25.1]","22.10000","19.00000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1989","South-East Asia","22.1 [19.1-25.1]","22.10000","19.10000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1990","South-East Asia","22.1 [19.1-25.1]","22.10000","19.10000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1991","South-East Asia","22.1 [19.1-25.1]","22.10000","19.10000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1992","South-East Asia","22.1 [19.1-25.1]","22.10000","19.10000","25.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1993","South-East Asia","22.0 [19.1-25.0]","22.00000","19.10000","25.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1994","South-East Asia","22.0 [19.0-25.0]","22.00000","19.00000","25.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1995","South-East Asia","21.9 [18.9-24.9]","21.90000","18.90000","24.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1996","South-East Asia","21.8 [18.7-24.8]","21.80000","18.70000","24.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1997","South-East Asia","21.7 [18.7-24.7]","21.70000","18.70000","24.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1998","South-East Asia","21.6 [18.5-24.6]","21.60000","18.50000","24.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","1999","South-East Asia","21.5 [18.4-24.6]","21.50000","18.40000","24.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2000","South-East Asia","21.4 [18.4-24.5]","21.40000","18.40000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2001","South-East Asia","21.4 [18.3-24.5]","21.40000","18.30000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2002","South-East Asia","21.3 [18.2-24.5]","21.30000","18.20000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2003","South-East Asia","21.3 [18.1-24.5]","21.30000","18.10000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2004","South-East Asia","21.3 [18.0-24.5]","21.30000","18.00000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2005","South-East Asia","21.3 [18.0-24.5]","21.30000","18.00000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2006","South-East Asia","21.3 [17.9-24.6]","21.30000","17.90000","24.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Democratic People's Republic of Korea","Female","2007","South-East Asia","21.3 [17.9-24.6]","21.30000","17.90000","24.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1980","Europe","23.7 [22.0-25.3]","23.70000","22.00000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1981","Europe","23.8 [22.3-25.3]","23.80000","22.30000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1982","Europe","23.9 [22.4-25.3]","23.90000","22.40000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1983","Europe","23.9 [22.6-25.2]","23.90000","22.60000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1984","Europe","24.0 [22.8-25.2]","24.00000","22.80000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1985","Europe","24.1 [22.9-25.2]","24.10000","22.90000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1986","Europe","24.1 [23.0-25.2]","24.10000","23.00000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1987","Europe","24.2 [23.2-25.2]","24.20000","23.20000","25.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1988","Europe","24.3 [23.3-25.3]","24.30000","23.30000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1989","Europe","24.4 [23.4-25.3]","24.40000","23.40000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1990","Europe","24.4 [23.5-25.3]","24.40000","23.50000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1991","Europe","24.5 [23.6-25.3]","24.50000","23.60000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1992","Europe","24.5 [23.7-25.3]","24.50000","23.70000","25.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1993","Europe","24.6 [23.8-25.4]","24.60000","23.80000","25.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1994","Europe","24.7 [23.9-25.4]","24.70000","23.90000","25.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1995","Europe","24.7 [24.0-25.5]","24.70000","24.00000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1996","Europe","24.8 [24.1-25.5]","24.80000","24.10000","25.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1997","Europe","24.9 [24.2-25.6]","24.90000","24.20000","25.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1998","Europe","25.0 [24.3-25.7]","25.00000","24.30000","25.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","1999","Europe","25.1 [24.4-25.8]","25.10000","24.40000","25.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","2000","Europe","25.2 [24.5-25.9]","25.20000","24.50000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","2001","Europe","25.2 [24.5-25.9]","25.20000","24.50000","25.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","2002","Europe","25.3 [24.6-26.0]","25.30000","24.60000","26.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","2003","Europe","25.4 [24.7-26.1]","25.40000","24.70000","26.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","2004","Europe","25.5 [24.7-26.2]","25.50000","24.70000","26.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","2005","Europe","25.6 [24.8-26.4]","25.60000","24.80000","26.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","2006","Europe","25.6 [24.8-26.5]","25.60000","24.80000","26.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Norway","Female","2007","Europe","25.7 [24.8-26.6]","25.70000","24.80000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1980","Eastern Mediterranean","24.9 [22.9-26.9]","24.90000","22.90000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1981","Eastern Mediterranean","25.0 [23.2-26.8]","25.00000","23.20000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1982","Eastern Mediterranean","25.0 [23.4-26.7]","25.00000","23.40000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1983","Eastern Mediterranean","25.1 [23.6-26.7]","25.10000","23.60000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1984","Eastern Mediterranean","25.2 [23.9-26.7]","25.20000","23.90000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1985","Eastern Mediterranean","25.3 [24.1-26.6]","25.30000","24.10000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1986","Eastern Mediterranean","25.4 [24.3-26.6]","25.40000","24.30000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1987","Eastern Mediterranean","25.5 [24.5-26.6]","25.50000","24.50000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1988","Eastern Mediterranean","25.6 [24.6-26.6]","25.60000","24.60000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1989","Eastern Mediterranean","25.7 [24.8-26.6]","25.70000","24.80000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1990","Eastern Mediterranean","25.7 [24.9-26.6]","25.70000","24.90000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1991","Eastern Mediterranean","25.8 [25.0-26.6]","25.80000","25.00000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1992","Eastern Mediterranean","25.9 [25.1-26.6]","25.90000","25.10000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1993","Eastern Mediterranean","25.9 [25.2-26.6]","25.90000","25.20000","26.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1994","Eastern Mediterranean","26.0 [25.3-26.7]","26.00000","25.30000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1995","Eastern Mediterranean","26.1 [25.4-26.7]","26.10000","25.40000","26.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1996","Eastern Mediterranean","26.1 [25.5-26.8]","26.10000","25.50000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1997","Eastern Mediterranean","26.2 [25.5-26.8]","26.20000","25.50000","26.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1998","Eastern Mediterranean","26.2 [25.6-26.9]","26.20000","25.60000","26.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","1999","Eastern Mediterranean","26.3 [25.6-27.0]","26.30000","25.60000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","2000","Eastern Mediterranean","26.3 [25.6-27.0]","26.30000","25.60000","27.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","2001","Eastern Mediterranean","26.4 [25.6-27.1]","26.40000","25.60000","27.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","2002","Eastern Mediterranean","26.4 [25.6-27.2]","26.40000","25.60000","27.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","2003","Eastern Mediterranean","26.5 [25.6-27.3]","26.50000","25.60000","27.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","2004","Eastern Mediterranean","26.5 [25.6-27.5]","26.50000","25.60000","27.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","2005","Eastern Mediterranean","26.6 [25.5-27.6]","26.60000","25.50000","27.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","2006","Eastern Mediterranean","26.6 [25.5-27.7]","26.60000","25.50000","27.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Oman","Female","2007","Eastern Mediterranean","26.6 [25.4-27.9]","26.60000","25.40000","27.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1980","Eastern Mediterranean","21.9 [19.9-23.8]","21.90000","19.90000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1981","Eastern Mediterranean","21.9 [20.1-23.7]","21.90000","20.10000","23.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1982","Eastern Mediterranean","22.0 [20.3-23.7]","22.00000","20.30000","23.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1983","Eastern Mediterranean","22.0 [20.5-23.6]","22.00000","20.50000","23.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1984","Eastern Mediterranean","22.1 [20.7-23.5]","22.10000","20.70000","23.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1985","Eastern Mediterranean","22.1 [20.9-23.4]","22.10000","20.90000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1986","Eastern Mediterranean","22.2 [21.0-23.4]","22.20000","21.00000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1987","Eastern Mediterranean","22.2 [21.2-23.3]","22.20000","21.20000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1988","Eastern Mediterranean","22.3 [21.3-23.3]","22.30000","21.30000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1989","Eastern Mediterranean","22.4 [21.5-23.3]","22.40000","21.50000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1990","Eastern Mediterranean","22.4 [21.6-23.3]","22.40000","21.60000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1991","Eastern Mediterranean","22.5 [21.7-23.3]","22.50000","21.70000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1992","Eastern Mediterranean","22.5 [21.8-23.3]","22.50000","21.80000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1993","Eastern Mediterranean","22.6 [21.8-23.3]","22.60000","21.80000","23.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1994","Eastern Mediterranean","22.6 [21.9-23.4]","22.60000","21.90000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1995","Eastern Mediterranean","22.7 [21.9-23.4]","22.70000","21.90000","23.40000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1996","Eastern Mediterranean","22.7 [22.0-23.5]","22.70000","22.00000","23.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1997","Eastern Mediterranean","22.8 [22.0-23.6]","22.80000","22.00000","23.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1998","Eastern Mediterranean","22.8 [22.0-23.7]","22.80000","22.00000","23.70000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","1999","Eastern Mediterranean","22.9 [22.0-23.8]","22.90000","22.00000","23.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","2000","Eastern Mediterranean","23.0 [22.0-23.9]","23.00000","22.00000","23.90000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","2001","Eastern Mediterranean","23.0 [22.0-24.0]","23.00000","22.00000","24.00000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","2002","Eastern Mediterranean","23.0 [22.0-24.1]","23.00000","22.00000","24.10000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","2003","Eastern Mediterranean","23.1 [22.0-24.2]","23.10000","22.00000","24.20000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","2004","Eastern Mediterranean","23.1 [22.0-24.3]","23.10000","22.00000","24.30000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","2005","Eastern Mediterranean","23.2 [21.9-24.5]","23.20000","21.90000","24.50000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","2006","Eastern Mediterranean","23.3 [21.9-24.6]","23.30000","21.90000","24.60000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Pakistan","Female","2007","Eastern Mediterranean","23.3 [21.9-24.8]","23.30000","21.90000","24.80000",""
"Mean BMI (kg/m2) (age-standardized estimate)","20+","Palau","Female","1980","Western Pacific","26.2 [22.5-30.2]","26.20000","22.50000","30.20000",""
